XCoord,YCoord,FID,CB2010,BOROCODE,BORONAME,CT2010,BCTCB2010,SHAPE_LENG,SHAPE_AREA,GEOID
-74.07901128,40.57536601,0,0001,5,Staten Island,011201,50112010001,587.805335,6807.296130,360850112010001
-74.21629798,40.55630107,1,0001,5,Staten Island,022600,50226000001,1997.789824,45247.167907,360850226000001
-74.08848669,40.64764084,2,1000,5,Staten Island,000700,50007001000,1379.136580,58960.084059,360850007001000
-74.08059357,40.64408647,3,1000,5,Staten Island,000900,50009001000,2508.947969,244589.558370,360850009001000
-74.07879577,40.64008211,4,1000,5,Staten Island,001100,50011001000,3266.314831,314611.256222,360850011001000
-74.07854744,40.63651510,5,1000,5,Staten Island,001700,50017001000,3072.403548,293775.234593,360850017001000
-74.07148062,40.61090047,6,1000,5,Staten Island,002001,50020011000,1345.886422,111006.286826,360850020011000
-74.07650533,40.62624378,7,1000,5,Staten Island,002700,50027001000,1703.381058,150406.784296,360850027001000
-74.08366007,40.62160531,8,1000,5,Staten Island,002900,50029001000,3288.513177,373418.096167,360850029001000
-74.07481301,40.61568040,9,1000,5,Staten Island,003600,50036001000,2437.592177,244604.820884,360850036001000
-74.09244684,40.61938992,10,1000,5,Staten Island,003900,50039001000,2893.000999,469845.590536,360850039001000
-74.08801866,40.61107181,11,1000,5,Staten Island,004000,50040001000,1511.173743,141296.561149,360850040001000
-74.09126321,40.61653824,12,1000,5,Staten Island,004700,50047001000,5095.163430,1058268.032180,360850047001000
-74.09441554,40.62749591,13,1000,5,Staten Island,005900,50059001000,9586.939750,4824705.252470,360850059001000
-74.07792487,40.60096362,14,1000,5,Staten Island,006400,50064001000,1978.243852,200784.983607,360850064001000
-74.06655918,40.59735122,15,1000,5,Staten Island,007400,50074001000,1540.875312,139083.989740,360850074001000
-74.08597239,40.63603793,16,1000,5,Staten Island,007500,50075001000,1412.642887,123560.515383,360850075001000
-74.08773713,40.63913950,17,1000,5,Staten Island,007700,50077001000,2421.037308,205770.964472,360850077001000
-74.08319262,40.60084571,18,1000,5,Staten Island,009601,50096011000,3905.234390,640395.194753,360850096011000
-74.10829852,40.63767095,19,1000,5,Staten Island,010500,50105001000,2194.465636,288531.420249,360850105001000
-74.08782090,40.58393927,20,1000,5,Staten Island,011201,50112011000,1943.029020,196112.284882,360850112011000
-74.10020563,40.57915816,21,1000,5,Staten Island,011202,50112021000,1233.682178,92737.758773,360850112021000
-74.09775958,40.58800880,22,1000,5,Staten Island,011401,50114011000,1094.120092,66684.087521,360850114011000
-74.10187683,40.58311666,23,1000,5,Staten Island,011402,50114021000,1942.556759,183061.337294,360850114021000
-74.10513385,40.62530779,24,1000,5,Staten Island,012100,50121001000,1793.986645,170250.758542,360850121001000
-74.10663318,40.57784576,25,1000,5,Staten Island,012200,50122001000,1587.811375,139819.271441,360850122001000
-74.11787565,40.63209612,26,1000,5,Staten Island,012500,50125001000,1934.120821,215177.966984,360850125001000
-74.11011191,40.56745297,27,1000,5,Staten Island,012804,50128041000,6080.392114,2184278.073760,360850128041000
-74.11986023,40.55860228,28,1000,5,Staten Island,012805,50128051000,4640.239479,635446.123684,360850128051000
-74.11448368,40.56032078,29,1000,5,Staten Island,012806,50128061000,2498.129500,281050.726774,360850128061000
-74.12631438,40.56698194,30,1000,5,Staten Island,013201,50132011000,4338.685959,880690.006956,360850132011000
-74.13904642,40.55574332,31,1000,5,Staten Island,013203,50132031000,2559.084181,309488.059015,360850132031000
-74.12845716,40.56301328,32,1000,5,Staten Island,013204,50132041000,2855.856577,201451.887774,360850132041000
-74.11891755,40.63560480,33,1000,5,Staten Island,013301,50133011000,3428.312290,721784.674433,360850133011000
-74.12498129,40.63636821,34,1000,5,Staten Island,013302,50133021000,2030.334226,210382.022092,360850133021000
-74.12056355,40.57533443,35,1000,5,Staten Island,013400,50134001000,1076.670462,43232.191142,360850134001000
-74.13768377,40.57245607,36,1000,5,Staten Island,013800,50138001000,1351.102708,110567.399891,360850138001000
-74.12637883,40.63042106,37,1000,5,Staten Island,014100,50141001000,3465.446486,419768.556855,360850141001000
-74.15374465,40.55431113,38,1000,5,Staten Island,014604,50146041000,2851.594638,361755.851450,360850146041000
-74.15256526,40.56585055,39,1000,5,Staten Island,014605,50146051000,1766.454298,159883.069226,360850146051000
-74.16357148,40.55978980,40,1000,5,Staten Island,014607,50146071000,2316.414101,305282.145602,360850146071000
-74.15612775,40.56217612,41,1000,5,Staten Island,014608,50146081000,2688.759398,400307.576704,360850146081000
-74.12056381,40.62481020,42,1000,5,Staten Island,014700,50147001000,6504.110094,2000039.587580,360850147001000
-74.12567153,40.62597341,43,1000,5,Staten Island,015100,50151001000,2378.326498,329774.923930,360850151001000
-74.15070422,40.54743470,44,1000,5,Staten Island,015601,50156011000,4602.617905,740521.616654,360850156011000
-74.16421111,40.54273856,45,1000,5,Staten Island,015602,50156021000,1024.870076,63393.305161,360850156021000
-74.15181697,40.53461672,46,1000,5,Staten Island,015603,50156031000,1941.242465,164263.488519,360850156031000
-74.10781207,40.61378094,47,1000,5,Staten Island,016901,50169011000,2111.303257,203357.944568,360850169011000
-74.18189447,40.54582274,48,1000,5,Staten Island,017005,50170051000,2457.600178,121457.547075,360850170051000
-74.18905811,40.55788320,49,1000,5,Staten Island,017007,50170071000,16821.983117,12032576.442000,360850170071000
-74.17399491,40.56181963,50,1000,5,Staten Island,017008,50170081000,1956.655428,169009.810828,360850170081000
-74.19104936,40.54622937,51,1000,5,Staten Island,017009,50170091000,1541.921520,124188.730617,360850170091000
-74.16855352,40.55009823,52,1000,5,Staten Island,017011,50170111000,1705.533129,153304.936890,360850170111000
-74.17232840,40.55941677,53,1000,5,Staten Island,017012,50170121000,5164.570154,751425.003347,360850170121000
-74.11776884,40.60866503,54,1000,5,Staten Island,017300,50173001000,1392.506742,118085.902242,360850173001000
-74.17849428,40.53188517,55,1000,5,Staten Island,017600,50176001000,7876.619073,1956568.824170,360850176001000
-74.13095532,40.59167982,56,1000,5,Staten Island,018100,50181001000,16804.701296,12835339.107400,360850181001000
-74.12865459,40.61157643,57,1000,5,Staten Island,018701,50187011000,1955.146098,169658.108903,360850187011000
-74.13419490,40.61487855,58,1000,5,Staten Island,018901,50189011000,1436.410144,109506.946715,360850189011000
-74.13586531,40.61969336,59,1000,5,Staten Island,019700,50197001000,1099.138528,64399.618731,360850197001000
-74.21400193,40.51676553,60,1000,5,Staten Island,019800,50198001000,9025.238325,3260471.564590,360850198001000
-74.13084279,40.63005306,61,1000,5,Staten Island,020100,50201001000,1620.712070,149100.479183,360850201001000
-74.13144848,40.64116537,62,1000,5,Staten Island,020700,50207001000,776.171915,19784.393483,360850207001000
-74.21383888,40.55532417,63,1000,5,Staten Island,020801,50208011000,954.651435,55427.019776,360850208011000
-74.20331370,40.54187769,64,1000,5,Staten Island,020804,50208041000,1749.516993,143811.244411,360850208041000
-74.13438453,40.63443317,65,1000,5,Staten Island,021300,50213001000,2020.982207,210828.982321,360850213001000
-74.21191583,40.55664384,66,1000,5,Staten Island,022600,50226001000,7407.167370,581748.976597,360850226001000
-74.14738407,40.63326453,67,1000,5,Staten Island,023900,50239001000,3727.857632,563738.380183,360850239001000
-74.24606087,40.50796717,68,1000,5,Staten Island,024401,50244011000,2330.586546,229143.562255,360850244011000
-74.14244203,40.62878386,69,1000,5,Staten Island,024700,50247001000,3244.072094,506884.292564,360850247001000
-74.24991106,40.51373643,70,1000,5,Staten Island,024800,50248001000,1212.828308,42285.763423,360850248001000
-74.13991738,40.62359022,71,1000,5,Staten Island,025100,50251001000,2919.577721,520075.523341,360850251001000
-74.13814926,40.60241168,72,1000,5,Staten Island,027302,50273021000,3834.156810,501412.315811,360850273021000
-74.15675758,40.58268449,73,1000,5,Staten Island,027702,50277021000,582.205716,20894.931212,360850277021000
-74.15452007,40.58590377,74,1000,5,Staten Island,027704,50277041000,2414.184262,256138.081797,360850277041000
-74.15697974,40.59184510,75,1000,5,Staten Island,027705,50277051000,2681.496403,310745.313193,360850277051000
-74.16023596,40.59465055,76,1000,5,Staten Island,027706,50277061000,2541.263563,314307.473739,360850277061000
-74.16563824,40.60951071,77,1000,5,Staten Island,029103,50291031000,2170.794611,227052.736226,360850291031000
-74.16396641,40.62653377,78,1000,5,Staten Island,030302,50303021000,3675.505956,481493.076552,360850303021000
-74.07031071,40.61992675,79,1001,5,Staten Island,000600,50006001001,983.852775,34583.791323,360850006001001
-74.08833093,40.64729744,80,1001,5,Staten Island,000700,50007001001,1366.005339,79913.372456,360850007001001
-74.08039194,40.64269823,81,1001,5,Staten Island,000900,50009001001,2205.558752,252525.700160,360850009001001
-74.07990535,40.64095399,82,1001,5,Staten Island,001100,50011001001,1741.586493,158261.542262,360850011001001
-74.08018397,40.63706863,83,1001,5,Staten Island,001700,50017001001,2780.748894,245549.580811,360850017001001
-74.07086568,40.61029697,84,1001,5,Staten Island,002001,50020011001,1214.391572,90731.120882,360850020011001
-74.06479140,40.60195962,85,1001,5,Staten Island,002002,50020021001,2435.084813,130452.628823,360850020021001
-74.07745089,40.63514645,86,1001,5,Staten Island,002100,50021001001,1422.684785,117515.765931,360850021001001
-74.07839351,40.62553123,87,1001,5,Staten Island,002700,50027001001,2258.563258,217700.678662,360850027001001
-74.08470854,40.62205182,88,1001,5,Staten Island,002900,50029001001,2251.531665,265714.877939,360850029001001
-74.07438608,40.61455113,89,1001,5,Staten Island,003600,50036001001,2408.917786,343468.964285,360850036001001
-74.09580300,40.61768351,90,1001,5,Staten Island,003900,50039001001,4382.431924,1166446.564590,360850039001001
-74.08714679,40.61053199,91,1001,5,Staten Island,004000,50040001001,1304.516596,102152.458422,360850040001001
-74.09435890,40.61486768,92,1001,5,Staten Island,004700,50047001001,4003.014760,1036936.129230,360850047001001
-74.10107525,40.62376874,93,1001,5,Staten Island,005900,50059001001,16965.954984,5647787.661100,360850059001001
-74.08031132,40.59990373,94,1001,5,Staten Island,006400,50064001001,3632.508270,547747.811511,360850064001001
-74.06747809,40.59696326,95,1001,5,Staten Island,007400,50074001001,1586.396190,145503.149937,360850074001001
-74.08744061,40.63496347,96,1001,5,Staten Island,007500,50075001001,2173.402228,276376.408708,360850075001001
-74.09071219,40.63773367,97,1001,5,Staten Island,007700,50077001001,6096.884755,1433387.539000,360850077001001
-74.08940505,40.64666646,98,1001,5,Staten Island,008100,50081001001,758.778662,35331.366407,360850081001001
-74.08392664,40.60159457,99,1001,5,Staten Island,009601,50096011001,753.251159,30542.094800,360850096011001
-74.10986589,40.63629154,100,1001,5,Staten Island,010500,50105001001,3039.272527,408222.170484,360850105001001
-74.08842895,40.58324528,101,1001,5,Staten Island,011201,50112011001,2030.040170,222164.713056,360850112011001
-74.09803447,40.57802936,102,1001,5,Staten Island,011202,50112021001,2750.641302,311389.560257,360850112021001
-74.09724528,40.58775282,103,1001,5,Staten Island,011401,50114011001,1005.196428,51315.980393,360850114011001
-74.10252724,40.58260847,104,1001,5,Staten Island,011402,50114021001,1987.225124,191269.136703,360850114021001
-74.10570658,40.62449381,105,1001,5,Staten Island,012100,50121001001,3103.004119,347489.095554,360850121001001
-74.10579834,40.57686281,106,1001,5,Staten Island,012200,50122001001,1395.151041,108587.942030,360850122001001
-74.11875537,40.63124920,107,1001,5,Staten Island,012500,50125001001,3377.832516,496338.307593,360850125001001
-74.10719612,40.56715559,108,1001,5,Staten Island,012804,50128041001,3126.866400,407806.306674,360850128041001
-74.11949530,40.55932624,109,1001,5,Staten Island,012805,50128051001,1438.621552,109154.913726,360850128051001
-74.11615353,40.56017776,110,1001,5,Staten Island,012806,50128061001,1287.277772,101361.140760,360850128061001
-74.12537831,40.56622691,111,1001,5,Staten Island,013201,50132011001,1809.509260,95012.877061,360850132011001
-74.13900536,40.55500962,112,1001,5,Staten Island,013203,50132031001,2143.397111,54518.034590,360850132031001
-74.12718714,40.56319947,113,1001,5,Staten Island,013204,50132041001,2347.214469,225169.763076,360850132041001
-74.12606911,40.63629301,114,1001,5,Staten Island,013302,50133021001,2026.932569,214008.326253,360850133021001
-74.11984537,40.57516861,115,1001,5,Staten Island,013400,50134001001,1325.942816,103595.683625,360850134001001
-74.13927712,40.57226627,116,1001,5,Staten Island,013800,50138001001,1553.397631,138383.352412,360850138001001
-74.12575820,40.62933684,117,1001,5,Staten Island,014100,50141001001,1257.091239,93007.938221,360850141001001
-74.15216703,40.55363992,118,1001,5,Staten Island,014604,50146041001,1659.112221,173312.798234,360850146041001
-74.15321579,40.56538343,119,1001,5,Staten Island,014605,50146051001,1667.769230,141137.998436,360850146051001
-74.15083715,40.56556229,120,1001,5,Staten Island,014606,50146061001,3615.109360,524013.814593,360850146061001
-74.16513301,40.55885854,121,1001,5,Staten Island,014607,50146071001,2514.532846,256728.211209,360850146071001
-74.15749914,40.56160402,122,1001,5,Staten Island,014608,50146081001,1678.669546,150054.619404,360850146081001
-74.12736228,40.62613639,123,1001,5,Staten Island,015100,50151001001,1834.441954,214266.581350,360850151001001
-74.11988210,40.54980344,124,1001,5,Staten Island,015400,50154001001,2464.678358,301459.045263,360850154001001
-74.15292034,40.54898762,125,1001,5,Staten Island,015601,50156011001,904.685805,50841.557364,360850156011001
-74.16438722,40.54170795,126,1001,5,Staten Island,015602,50156021001,1794.811659,163608.163392,360850156021001
-74.15232656,40.53417173,127,1001,5,Staten Island,015603,50156031001,1902.665770,156664.138065,360850156031001
-74.10960915,40.61334229,128,1001,5,Staten Island,016901,50169011001,2721.329534,224290.416797,360850169011001
-74.18156549,40.54562455,129,1001,5,Staten Island,017005,50170051001,2442.041727,107577.517263,360850170051001
-74.18627738,40.55396181,130,1001,5,Staten Island,017007,50170071001,1236.822589,81140.683536,360850170071001
-74.17470354,40.56244660,131,1001,5,Staten Island,017008,50170081001,1427.964141,89722.203672,360850170081001
-74.19208395,40.54595319,132,1001,5,Staten Island,017009,50170091001,1378.784855,113324.419443,360850170091001
-74.17081250,40.54980389,133,1001,5,Staten Island,017011,50170111001,1876.810992,175787.846929,360850170111001
-74.17208134,40.55836194,134,1001,5,Staten Island,017012,50170121001,1281.114035,82325.440073,360850170121001
-74.11748812,40.60778636,135,1001,5,Staten Island,017300,50173001001,1350.651850,108903.745080,360850173001001
-74.18068297,40.53441173,136,1001,5,Staten Island,017600,50176001001,2570.628466,254756.426863,360850176001001
-74.11345101,40.60770106,137,1001,5,Staten Island,017700,50177001001,1556.870947,137191.111018,360850177001001
-74.13051490,40.59872291,138,1001,5,Staten Island,018100,50181001001,631.564995,9148.394825,360850181001001
-74.12959283,40.61152028,139,1001,5,Staten Island,018701,50187011001,2118.686456,225932.739319,360850187011001
-74.13499439,40.61525235,140,1001,5,Staten Island,018901,50189011001,686.919791,23823.116427,360850189011001
-74.13695521,40.61959163,141,1001,5,Staten Island,019700,50197001001,1126.371218,72346.320826,360850197001001
-74.13144896,40.63047185,142,1001,5,Staten Island,020100,50201001001,1376.141846,76226.078863,360850201001001
-74.21596787,40.55329422,143,1001,5,Staten Island,020801,50208011001,4999.868537,312164.136367,360850208011001
-74.20560487,40.54129136,144,1001,5,Staten Island,020804,50208041001,1972.085367,187961.766266,360850208041001
-74.13484029,40.63371807,145,1001,5,Staten Island,021300,50213001001,1981.597268,195859.681143,360850213001001
-74.15750664,40.63532489,146,1001,5,Staten Island,022300,50223001001,2754.555292,313542.085443,360850223001001
-74.22675226,40.55198757,147,1001,5,Staten Island,022600,50226001001,21128.393918,10537918.664500,360850226001001
-74.14695209,40.63240932,148,1001,5,Staten Island,023900,50239001001,1028.024000,65630.921324,360850239001001
-74.24692301,40.50775222,149,1001,5,Staten Island,024401,50244011001,2279.889896,224021.467144,360850244011001
-74.22425468,40.50770220,150,1001,5,Staten Island,024402,50244021001,1760.110965,165350.455752,360850244021001
-74.14379634,40.62911274,151,1001,5,Staten Island,024700,50247001001,2824.465115,354292.536285,360850247001001
-74.25151503,40.51231620,152,1001,5,Staten Island,024800,50248001001,2135.000525,250342.132612,360850248001001
-74.14180918,40.62415659,153,1001,5,Staten Island,025100,50251001001,1246.924402,93310.418962,360850251001001
-74.13899968,40.60186825,154,1001,5,Staten Island,027302,50273021001,1981.718145,189063.155456,360850273021001
-74.15751955,40.58131930,155,1001,5,Staten Island,027702,50277021001,3328.252347,456272.318813,360850277021001
-74.15208619,40.58572040,156,1001,5,Staten Island,027704,50277041001,2322.712896,235931.302892,360850277041001
-74.16169969,40.59367980,157,1001,5,Staten Island,027706,50277061001,1822.687199,186555.352648,360850277061001
-74.13301868,40.58107468,158,1001,5,Staten Island,027900,50279001001,2004.360979,188445.515183,360850279001001
-74.19945893,40.62783601,159,1001,5,Staten Island,029102,50291021001,1987.030056,162400.970491,360850291021001
-74.17187913,40.61063536,160,1001,5,Staten Island,029103,50291031001,7338.202787,1813890.063910,360850291031001
-74.16348032,40.61614750,161,1001,5,Staten Island,029104,50291041001,402.056012,3970.555278,360850291041001
-74.15804223,40.62006683,162,1001,5,Staten Island,030301,50303011001,2013.006963,206118.037699,360850303011001
-74.16128562,40.63240083,163,1001,5,Staten Island,031901,50319011001,697.244951,27925.724108,360850319011001
-74.17613406,40.63688468,164,1001,5,Staten Island,032300,50323001001,11147.749943,7372513.624410,360850323001001
-74.06971371,40.61939924,165,1002,5,Staten Island,000600,50006001002,749.095886,34417.210198,360850006001002
-74.08674919,40.64524851,166,1002,5,Staten Island,000700,50007001002,4629.283823,793895.899291,360850007001002
-74.07348011,40.61678927,167,1002,5,Staten Island,000800,50008001002,1630.119474,161258.428752,360850008001002
-74.08127932,40.64383974,168,1002,5,Staten Island,000900,50009001002,980.842680,54874.880712,360850009001002
-74.08083089,40.64081247,169,1002,5,Staten Island,001100,50011001002,1732.373560,159701.403496,360850011001002
-74.07979167,40.63656292,170,1002,5,Staten Island,001700,50017001002,1554.207131,134481.868853,360850017001002
-74.07310050,40.60881356,171,1002,5,Staten Island,002001,50020011002,3511.673039,612875.287101,360850020011002
-74.06639393,40.60206486,172,1002,5,Staten Island,002002,50020021002,3107.924647,154502.513342,360850020021002
-74.07746414,40.63426939,173,1002,5,Staten Island,002100,50021001002,2305.384103,217524.403667,360850021001002
-74.07634163,40.62568291,174,1002,5,Staten Island,002700,50027001002,1647.707185,107222.436737,360850027001002
-74.08505346,40.62068492,175,1002,5,Staten Island,002900,50029001002,1303.837379,104133.799361,360850029001002
-74.08360912,40.63128006,176,1002,5,Staten Island,003300,50033001002,1795.651966,181196.360838,360850033001002
-74.07652363,40.61345535,177,1002,5,Staten Island,003600,50036001002,2088.549698,108298.549374,360850036001002
-74.09355765,40.61878035,178,1002,5,Staten Island,003900,50039001002,638.701270,10092.330566,360850039001002
-74.08643930,40.61010825,179,1002,5,Staten Island,004000,50040001002,1258.093331,93162.652225,360850040001002
-74.08973190,40.61482131,180,1002,5,Staten Island,004700,50047001002,3647.293753,415070.239280,360850047001002
-74.10144995,40.62540027,181,1002,5,Staten Island,005900,50059001002,2448.917030,379580.560418,360850059001002
-74.08112855,40.60136916,182,1002,5,Staten Island,006400,50064001002,1721.394433,135649.774663,360850064001002
-74.06822688,40.59677360,183,1002,5,Staten Island,007400,50074001002,1342.901657,74445.598174,360850074001002
-74.08813825,40.63601691,184,1002,5,Staten Island,007500,50075001002,1747.143942,174853.562565,360850075001002
-74.09226370,40.63893568,185,1002,5,Staten Island,007700,50077001002,1365.051416,103812.329993,360850077001002
-74.08510225,40.60122643,186,1002,5,Staten Island,009601,50096011002,1138.046457,53100.840741,360850096011002
-74.09355911,40.59221326,187,1002,5,Staten Island,009602,50096021002,1824.176730,165419.514208,360850096021002
-74.11098747,40.63622568,188,1002,5,Staten Island,010500,50105001002,2707.292398,286212.445389,360850105001002
-74.09034499,40.58423143,189,1002,5,Staten Island,011201,50112011002,1853.321465,197337.241666,360850112011002
-74.09980876,40.57805872,190,1002,5,Staten Island,011202,50112021002,2651.205610,280349.060416,360850112021002
-74.09626550,40.58725952,191,1002,5,Staten Island,011401,50114011002,1707.384799,172181.617501,360850114011002
-74.10411957,40.58238920,192,1002,5,Staten Island,011402,50114021002,1362.622388,104903.989419,360850114021002
-74.10674416,40.62395173,193,1002,5,Staten Island,012100,50121001002,3415.266090,351026.961556,360850121001002
-74.10722235,40.57730130,194,1002,5,Staten Island,012200,50122001002,1666.512175,148817.011860,360850122001002
-74.12084749,40.63108597,195,1002,5,Staten Island,012500,50125001002,2302.407801,279704.529974,360850125001002
-74.10632458,40.56667948,196,1002,5,Staten Island,012804,50128041002,2986.698820,324449.558339,360850128041002
-74.12104750,40.55789672,197,1002,5,Staten Island,012805,50128051002,1047.889619,37103.046775,360850128051002
-74.11687907,40.56061183,198,1002,5,Staten Island,012806,50128061002,1287.201986,100335.400556,360850128061002
-74.12394819,40.56754102,199,1002,5,Staten Island,013201,50132011002,1419.189864,95287.895620,360850132011002
-74.13662156,40.55458508,200,1002,5,Staten Island,013203,50132031002,2549.442454,282116.484586,360850132031002
-74.12614370,40.56332883,201,1002,5,Staten Island,013204,50132041002,1347.069590,111326.353264,360850132041002
-74.12720484,40.63525676,202,1002,5,Staten Island,013302,50133021002,3553.742074,562874.638844,360850133021002
-74.11911148,40.57476565,203,1002,5,Staten Island,013400,50134001002,1334.588403,104352.669086,360850134001002
-74.14096849,40.57206623,204,1002,5,Staten Island,013800,50138001002,1450.161487,123747.072291,360850138001002
-74.15383524,40.55330637,205,1002,5,Staten Island,014604,50146041002,2172.404074,204306.334712,360850146041002
-74.15435478,40.56513463,206,1002,5,Staten Island,014605,50146051002,1402.137100,122114.349389,360850146051002
-74.14854544,40.56357788,207,1002,5,Staten Island,014606,50146061002,2063.968660,266219.925355,360850146061002
-74.16626379,40.55968022,208,1002,5,Staten Island,014607,50146071002,1588.674607,136835.207222,360850146071002
-74.15838958,40.56136356,209,1002,5,Staten Island,014608,50146081002,1634.847565,146697.771155,360850146081002
-74.12852016,40.62567006,210,1002,5,Staten Island,015100,50151001002,1928.198220,183486.759997,360850151001002
-74.11892031,40.54928673,211,1002,5,Staten Island,015400,50154001002,1534.715806,75383.798410,360850154001002
-74.15580148,40.54677322,212,1002,5,Staten Island,015601,50156011002,5803.726305,1216669.841530,360850156011002
-74.16344118,40.54189398,213,1002,5,Staten Island,015602,50156021002,1500.326483,125743.854976,360850156021002
-74.15273333,40.53380406,214,1002,5,Staten Island,015603,50156031002,1786.018938,104379.717535,360850156031002
-74.18044516,40.54524557,215,1002,5,Staten Island,017005,50170051002,2614.529455,411733.146776,360850170051002
-74.18169552,40.55697706,216,1002,5,Staten Island,017007,50170071002,1180.080345,61555.789552,360850170071002
-74.17591746,40.56255493,217,1002,5,Staten Island,017008,50170081002,1471.110872,125608.567951,360850170081002
-74.19354606,40.54532698,218,1002,5,Staten Island,017009,50170091002,1985.249824,140593.931111,360850170091002
-74.17335756,40.54947714,219,1002,5,Staten Island,017011,50170111002,2040.647899,193220.708983,360850170111002
-74.17180970,40.55896620,220,1002,5,Staten Island,017012,50170121002,512.915055,11287.700056,360850170121002
-74.18213548,40.53167577,221,1002,5,Staten Island,017600,50176001002,8199.877213,3011928.815400,360850176001002
-74.13091520,40.59861768,222,1002,5,Staten Island,018100,50181001002,526.230685,9379.996288,360850181001002
-74.13066885,40.61146990,223,1002,5,Staten Island,018701,50187011002,2173.919538,238454.286882,360850187011002
-74.13575418,40.61527330,224,1002,5,Staten Island,018901,50189011002,1288.810924,101042.853168,360850189011002
-74.13768249,40.61970557,225,1002,5,Staten Island,019700,50197001002,1158.434511,78186.272505,360850197001002
-74.13277777,40.62882070,226,1002,5,Staten Island,020100,50201001002,2251.616067,281603.726954,360850201001002
-74.21838485,40.55193765,227,1002,5,Staten Island,020801,50208011002,586.295460,14341.397703,360850208011002
-74.21619378,40.54084478,228,1002,5,Staten Island,020803,50208031002,1110.849416,76671.270488,360850208031002
-74.20606678,40.54170859,229,1002,5,Staten Island,020804,50208041002,1576.207018,64717.480287,360850208041002
-74.13529989,40.63307852,230,1002,5,Staten Island,021300,50213001002,1929.777123,179431.084464,360850213001002
-74.15838299,40.63633534,231,1002,5,Staten Island,022300,50223001002,1175.708235,82351.766843,360850223001002
-74.23098348,40.54880483,232,1002,5,Staten Island,022600,50226001002,4652.399109,791492.399071,360850226001002
-74.16676811,40.59162613,233,1002,5,Staten Island,022800,50228001002,1583.932163,105838.705030,360850228001002
-74.15429853,40.63290656,234,1002,5,Staten Island,023100,50231001002,2196.943040,293436.513884,360850231001002
-74.14877006,40.63357996,235,1002,5,Staten Island,023900,50239001002,1850.067598,143289.227182,360850239001002
-74.24775985,40.50751444,236,1002,5,Staten Island,024401,50244011002,2218.137469,206721.128250,360850244011002
-74.22418628,40.50609753,237,1002,5,Staten Island,024402,50244021002,1557.412663,120653.181876,360850244021002
-74.14395668,40.63041896,238,1002,5,Staten Island,024700,50247001002,461.289175,6305.055570,360850247001002
-74.24992561,40.51304902,239,1002,5,Staten Island,024800,50248001002,1451.481726,136031.774901,360850248001002
-74.14270423,40.62425139,240,1002,5,Staten Island,025100,50251001002,1286.153038,98015.989508,360850251001002
-74.15103300,40.60854754,241,1002,5,Staten Island,027301,50273011002,2895.017128,268307.999235,360850273011002
-74.13631099,40.60164071,242,1002,5,Staten Island,027302,50273021002,1441.729193,120353.317718,360850273021002
-74.15681822,40.58101229,243,1002,5,Staten Island,027702,50277021002,783.682482,28186.943986,360850277021002
-74.15267049,40.58515493,244,1002,5,Staten Island,027704,50277041002,2267.495455,227300.267478,360850277041002
-74.16073492,40.59338093,245,1002,5,Staten Island,027706,50277061002,2021.931773,200926.426196,360850277061002
-74.13212332,40.58123351,246,1002,5,Staten Island,027900,50279001002,2117.424491,198803.598382,360850279001002
-74.16753221,40.60977633,247,1002,5,Staten Island,029103,50291031002,2092.498027,203393.770786,360850291031002
-74.16376480,40.61717428,248,1002,5,Staten Island,029104,50291041002,2184.948594,241439.610558,360850291041002
-74.16078971,40.62048092,249,1002,5,Staten Island,030301,50303011002,2246.222352,239070.835997,360850303011002
-74.16562099,40.62554223,250,1002,5,Staten Island,030302,50303021002,1317.919586,99810.269734,360850303021002
-74.18597382,40.63829199,251,1002,5,Staten Island,032300,50323001002,11970.597935,8338152.976540,360850323001002
-74.07695547,40.64380648,252,1003,5,Staten Island,000300,50003001003,1374.530898,115178.869132,360850003001003
-74.06787174,40.61766723,253,1003,5,Staten Island,000600,50006001003,2165.657315,273632.063394,360850006001003
-74.08496462,40.64384817,254,1003,5,Staten Island,000700,50007001003,1447.864441,117604.861783,360850007001003
-74.07234221,40.61735355,255,1003,5,Staten Island,000800,50008001003,1297.539587,90368.078363,360850008001003
-74.08246834,40.64245229,256,1003,5,Staten Island,000900,50009001003,4216.037659,504712.946607,360850009001003
-74.08040429,40.63904886,257,1003,5,Staten Island,001100,50011001003,1932.709042,184551.235928,360850011001003
-74.08049141,40.63574116,258,1003,5,Staten Island,001700,50017001003,419.765832,10328.211191,360850017001003
-74.05644406,40.60498789,259,1003,5,Staten Island,001800,50018001003,1764.940009,169559.274604,360850018001003
-74.07431935,40.60942322,260,1003,5,Staten Island,002001,50020011003,1240.239384,85669.036959,360850020011003
-74.06597902,40.60199538,261,1003,5,Staten Island,002002,50020021003,1071.979511,87581.198391,360850020021003
-74.07653998,40.63433129,262,1003,5,Staten Island,002100,50021001003,741.484289,35103.346069,360850021001003
-74.07519731,40.62495666,263,1003,5,Staten Island,002700,50027001003,1482.288023,123760.242815,360850027001003
-74.08519956,40.62008901,264,1003,5,Staten Island,002900,50029001003,1075.349963,60939.869451,360850029001003
-74.08291566,40.63067529,265,1003,5,Staten Island,003300,50033001003,1525.896838,128853.059727,360850033001003
-74.07631367,40.61269927,266,1003,5,Staten Island,003600,50036001003,1059.210995,66609.977836,360850036001003
