XCoord,YCoord,FID,CB2010,BOROCODE,BORONAME,CT2010,BCTCB2010,SHAPE_LENG,SHAPE_AREA,GEOID
-73.98846112,40.61575315,13464,2002,3,Brooklyn,025600,30256002002,2080.918296,203176.543971,360470256002002
-73.98800693,40.61274620,13465,2002,3,Brooklyn,025800,30258002002,2080.390813,203043.569994,360470258002002
-73.99892214,40.61849014,13466,2002,3,Brooklyn,026200,30262002002,839.690939,37980.455857,360470262002002
-73.98858774,40.61218638,13467,2002,3,Brooklyn,026600,30266002002,2078.979341,202542.247013,360470266002002
-73.98869098,40.60874895,13468,2002,3,Brooklyn,026800,30268002002,1797.335077,105554.403209,360470268002002
-73.99111820,40.60629059,13469,2002,3,Brooklyn,027000,30270002002,2099.449002,205182.739118,360470270002002
-73.93684889,40.67934350,13470,2002,3,Brooklyn,027100,30271002002,2403.954024,246944.752947,360470271002002
-73.99588715,40.61190285,13471,2002,3,Brooklyn,027400,30274002002,1936.470059,184200.099978,360470274002002
-73.93971500,40.68410465,13472,2002,3,Brooklyn,027500,30275002002,2130.428578,214684.052379,360470275002002
-74.00342915,40.60595358,13473,2002,3,Brooklyn,027800,30278002002,2540.050501,262822.660366,360470278002002
-74.00363375,40.60347132,13474,2002,3,Brooklyn,028000,30280002002,1622.971633,144098.912184,360470280002002
-74.00333597,40.60145219,13475,2002,3,Brooklyn,028200,30282002002,1657.938294,145556.040608,360470282002002
-73.99904656,40.60558075,13476,2002,3,Brooklyn,028400,30284002002,2118.250456,218516.793487,360470284002002
-73.99684228,40.59964095,13477,2002,3,Brooklyn,029200,30292002002,2090.519659,210814.292836,360470292002002
-73.99432176,40.60086390,13478,2002,3,Brooklyn,029600,30296002002,2138.585764,217416.634269,360470296002002
-73.93264823,40.67975146,13479,2002,3,Brooklyn,029700,30297002002,2049.623101,158920.712320,360470297002002
-73.98798565,40.59889748,13480,2002,3,Brooklyn,029800,30298002002,2117.365563,218436.627840,360470298002002
-73.92701783,40.67782248,13481,2002,3,Brooklyn,029900,30299002002,1380.273533,111883.174816,360470299002002
-73.98771116,40.59685849,13482,2002,3,Brooklyn,030000,30300002002,2106.276029,207136.466249,360470300002002
-73.91503604,40.67717018,13483,2002,3,Brooklyn,030100,30301002002,1361.946232,108018.897299,360470301002002
-73.98957911,40.59506103,13484,2002,3,Brooklyn,030200,30302002002,2284.688036,231192.657290,360470302002002
-73.92042389,40.67566837,13485,2002,3,Brooklyn,030300,30303002002,1761.354171,169261.134903,360470303002002
-73.99433319,40.59510879,13486,2002,3,Brooklyn,030400,30304002002,2024.980691,198802.603487,360470304002002
-73.96083449,40.67740805,13487,2002,3,Brooklyn,030500,30305002002,2453.722811,297198.328521,360470305002002
-73.93195688,40.67467773,13488,2002,3,Brooklyn,030900,30309002002,2190.200244,250288.666312,360470309002002
-73.94026225,40.67512771,13489,2002,3,Brooklyn,031100,30311002002,2200.808526,252461.502160,360470311002002
-73.94303469,40.67528102,13490,2002,3,Brooklyn,031300,30313002002,2190.525649,250581.112631,360470313002002
-73.98832679,40.57533908,13491,2002,3,Brooklyn,032600,30326002002,1905.383773,194053.830268,360470326002002
-73.95896651,40.66301724,13492,2002,3,Brooklyn,032700,30327002002,2576.708162,285518.871633,360470327002002
-73.99824024,40.57632278,13493,2002,3,Brooklyn,032800,30328002002,2308.336661,253634.006461,360470328002002
-74.00326030,40.57993547,13494,2002,3,Brooklyn,033000,30330002002,2024.222718,212476.650509,360470330002002
-73.94162381,40.66327913,13495,2002,3,Brooklyn,033100,30331002002,2251.057604,176503.157948,360470331002002
-73.94395691,40.66547639,13496,2002,3,Brooklyn,033300,30333002002,2191.127038,250401.095983,360470333002002
-74.00709293,40.57475566,13497,2002,3,Brooklyn,033600,30336002002,1718.352989,154082.642782,360470336002002
-73.94362320,40.66901701,13498,2002,3,Brooklyn,033700,30337002002,2224.964674,264273.042565,360470337002002
-73.94068524,40.67069670,13499,2002,3,Brooklyn,033900,30339002002,2155.447799,237043.834324,360470339002002
-73.99425591,40.57225767,13500,2002,3,Brooklyn,034000,30340002002,1633.342427,157382.555127,360470340002002
-73.99553338,40.57339425,13501,2002,3,Brooklyn,034200,30342002002,1407.852617,120635.489500,360470342002002
-73.94041250,40.67245050,13502,2002,3,Brooklyn,034300,30343002002,1091.306265,71585.275223,360470343002002
-73.93489840,40.67305417,13503,2002,3,Brooklyn,034500,30345002002,2193.246583,248286.874575,360470345002002
-73.98304702,40.57614624,13504,2002,3,Brooklyn,034800,30348002002,1571.105678,143884.159715,360470348002002
-73.97947254,40.57805467,13505,2002,3,Brooklyn,035000,30350002002,658.215459,19430.296225,360470350002002
-73.97270524,40.57868055,13506,2002,3,Brooklyn,035400,30354002002,824.329167,36976.215268,360470354002002
-73.93351842,40.66351509,13507,2002,3,Brooklyn,035500,30355002002,1690.941202,34383.433087,360470355002002
-73.97025111,40.57603757,13508,2002,3,Brooklyn,035602,30356022002,1015.594676,63995.717557,360470356022002
-73.96571805,40.57516466,13509,2002,3,Brooklyn,036001,30360012002,1581.973060,137408.395958,360470360012002
-73.96201224,40.57540400,13510,2002,3,Brooklyn,036002,30360022002,1567.319866,138521.540423,360470360022002
-73.91946999,40.66884440,13511,2002,3,Brooklyn,036100,30361002002,1277.560217,73421.157313,360470361002002
-73.96500276,40.57792091,13512,2002,3,Brooklyn,036200,30362002002,2017.743705,194359.636552,360470362002002
-73.92104867,40.67139222,13513,2002,3,Brooklyn,036300,30363002002,2091.116868,234262.428208,360470363002002
-73.96576336,40.57945766,13514,2002,3,Brooklyn,036400,30364002002,644.637791,23169.242871,360470364002002
-73.90855527,40.67488794,13515,2002,3,Brooklyn,036501,30365012002,894.915071,33448.793713,360470365012002
-73.90660920,40.67882380,13516,2002,3,Brooklyn,036700,30367002002,974.796056,53192.567436,360470367002002
-73.91040945,40.67691684,13517,2002,3,Brooklyn,036900,30369002002,1374.099874,110370.706354,360470369002002
-73.96134193,40.58829129,13518,2002,3,Brooklyn,037000,30370002002,1519.335664,127251.918991,360470370002002
-73.96916269,40.58742746,13519,2002,3,Brooklyn,037401,30374012002,2077.791195,202270.149180,360470374012002
-73.97251493,40.58401592,13520,2002,3,Brooklyn,037402,30374022002,1440.830108,129204.183237,360470374022002
-73.92270781,40.68903136,13521,2002,3,Brooklyn,037500,30375002002,1906.314023,178958.782221,360470375002002
-73.91871327,40.68351871,13522,2002,3,Brooklyn,037700,30377002002,2078.402804,207421.738219,360470377002002
-73.92085533,40.68027437,13523,2002,3,Brooklyn,037900,30379002002,2055.031563,204267.892315,360470379002002
-73.97737054,40.59317217,13524,2002,3,Brooklyn,038600,30386002002,2262.100758,240924.795571,360470386002002
-73.96944522,40.59387038,13525,2002,3,Brooklyn,038800,30388002002,2064.569608,199355.545278,360470388002002
-73.93644831,40.69864120,13526,2002,3,Brooklyn,038900,30389002002,1586.444251,128719.980364,360470389002002
-73.96661108,40.59387303,13527,2002,3,Brooklyn,039000,30390002002,1620.414718,141875.235475,360470390002002
-73.93382665,40.69826993,13528,2002,3,Brooklyn,039100,30391002002,293.080047,3785.849784,360470391002002
-73.96423147,40.59508742,13529,2002,3,Brooklyn,039200,30392002002,1817.701747,199245.278799,360470392002002
-73.93210423,40.69622882,13530,2002,3,Brooklyn,039300,30393002002,1701.252630,153785.874490,360470393002002
-73.92355455,40.69201272,13531,2002,3,Brooklyn,039500,30395002002,1987.288428,218693.426977,360470395002002
-73.97080272,40.59612012,13532,2002,3,Brooklyn,039600,30396002002,2166.562019,213529.976908,360470396002002
-73.91797963,40.68829315,13533,2002,3,Brooklyn,039700,30397002002,1826.171819,170669.254008,360470397002002
-73.97977408,40.59566175,13534,2002,3,Brooklyn,039800,30398002002,1396.714960,113710.082717,360470398002002
-73.91730353,40.69017468,13535,2002,3,Brooklyn,039900,30399002002,1858.142013,174262.127395,360470399002002
-73.91271776,40.68530402,13536,2002,3,Brooklyn,040100,30401002002,1822.152868,169905.566438,360470401002002
-73.98480157,40.59719212,13537,2002,3,Brooklyn,040200,30402002002,1841.886995,162005.825662,360470402002002
-73.90970235,40.68359508,13538,2002,3,Brooklyn,040300,30403002002,1814.096120,168358.343809,360470403002002
-73.98611715,40.60393141,13539,2002,3,Brooklyn,040400,30404002002,2369.883452,253154.210464,360470404002002
-73.90469566,40.68989367,13540,2002,3,Brooklyn,040900,30409002002,1859.463696,174010.536232,360470409002002
-73.97670049,40.60012640,13541,2002,3,Brooklyn,041000,30410002002,2278.616831,228397.092715,360470410002002
-73.90683761,40.68651976,13542,2002,3,Brooklyn,041100,30411002002,1859.960592,173821.745645,360470411002002
-73.97548643,40.60374212,13543,2002,3,Brooklyn,041200,30412002002,1917.239063,174270.446002,360470412002002
-73.91134506,40.68908503,13544,2002,3,Brooklyn,041300,30413002002,1862.149590,174638.287027,360470413002002
-73.97197195,40.60054196,13545,2002,3,Brooklyn,041401,30414012002,2646.693860,378291.185215,360470414012002
-73.96933883,40.60334523,13546,2002,3,Brooklyn,041402,30414022002,2228.707782,221717.614839,360470414022002
-73.91435171,40.69079490,13547,2002,3,Brooklyn,041500,30415002002,1861.931925,174602.430095,360470415002002
-73.96589515,40.60371927,13548,2002,3,Brooklyn,041800,30418002002,2487.729625,331601.016256,360470418002002
-73.96455803,40.60866092,13549,2002,3,Brooklyn,042000,30420002002,2099.838030,205319.140173,360470420002002
-73.92438904,40.69608455,13550,2002,3,Brooklyn,042100,30421002002,2352.591174,238724.350778,360470421002002
-73.96979249,40.60573458,13551,2002,3,Brooklyn,042200,30422002002,2330.472477,235575.041768,360470422002002
-73.92643316,40.69996927,13552,2002,3,Brooklyn,042300,30423002002,1859.091117,174324.587266,360470423002002
-73.97674928,40.60545975,13553,2002,3,Brooklyn,042400,30424002002,1632.735982,142724.845356,360470424002002
-73.93167757,40.70060589,13554,2002,3,Brooklyn,042500,30425002002,1896.414087,175644.419713,360470425002002
-73.98116084,40.60682887,13555,2002,3,Brooklyn,042600,30426002002,1871.951866,115808.532182,360470426002002
-73.98330184,40.60423923,13556,2002,3,Brooklyn,042800,30428002002,2321.064844,234243.701666,360470428002002
-73.91934417,40.69895672,13557,2002,3,Brooklyn,043100,30431002002,1064.551964,57293.022173,360470431002002
-73.91611573,40.69849911,13558,2002,3,Brooklyn,043300,30433002002,1718.748662,142419.671824,360470433002002
-73.97755403,40.60962782,13559,2002,3,Brooklyn,043400,30434002002,2402.441195,245307.716585,360470434002002
-73.91145719,40.69374440,13560,2002,3,Brooklyn,043500,30435002002,1861.107328,174236.344481,360470435002002
-73.90845034,40.69203396,13561,2002,3,Brooklyn,043700,30437002002,1863.138023,174952.520251,360470437002002
-73.97269907,40.61016184,13562,2002,3,Brooklyn,043800,30438002002,2489.628759,285990.785995,360470438002002
-73.91028456,40.69732283,13563,2002,3,Brooklyn,043900,30439002002,1248.915071,94825.319942,360470439002002
-73.97107617,40.61255339,13564,2002,3,Brooklyn,044000,30440002002,1841.715209,170309.985643,360470440002002
-73.91520538,40.70066568,13565,2002,3,Brooklyn,044100,30441002002,1885.143373,177669.952442,360470441002002
-73.96723320,40.61076977,13566,2002,3,Brooklyn,044200,30442002002,2649.329946,362507.449384,360470442002002
-73.91670579,40.70152582,13567,2002,3,Brooklyn,044300,30443002002,1893.488215,178518.804335,360470443002002
-73.92040121,40.70372776,13568,2002,3,Brooklyn,044500,30445002002,2010.938628,194000.350361,360470445002002
-73.97605940,40.61385523,13569,2002,3,Brooklyn,044600,30446002002,2011.448459,196821.512443,360470446002002
-73.92335728,40.70548918,13570,2002,3,Brooklyn,044700,30447002002,2102.994469,205843.450633,360470447002002
-73.97117534,40.61801166,13571,2002,3,Brooklyn,044800,30448002002,2281.051864,229229.797912,360470448002002
-73.96865397,40.61828657,13572,2002,3,Brooklyn,045200,30452002002,2531.000270,338758.886727,360470452002002
-73.93280311,40.70658133,13573,2002,3,Brooklyn,045300,30453002002,1437.867081,119299.600584,360470453002002
-73.96512479,40.61658851,13574,2002,3,Brooklyn,045400,30454002002,1782.166278,162563.245896,360470454002002
-73.96815774,40.62765468,13575,2002,3,Brooklyn,045600,30456002002,1629.306806,144111.676114,360470456002002
-73.97001280,40.62545624,13576,2002,3,Brooklyn,045800,30458002002,2533.229326,339818.333344,360470458002002
-73.97378349,40.62678255,13577,2002,3,Brooklyn,046201,30462012002,1268.709113,97385.607724,360470462012002
-73.97645952,40.62453178,13578,2002,3,Brooklyn,046202,30462022002,2152.571777,206342.473461,360470462022002
-73.98017623,40.62371730,13579,2002,3,Brooklyn,046400,30464002002,2078.647519,202257.907816,360470464002002
-73.98896523,40.62604705,13580,2002,3,Brooklyn,047000,30470002002,2856.949367,347129.026561,360470470002002
-73.98241369,40.62507056,13581,2002,3,Brooklyn,047200,30472002002,2131.653530,209714.340604,360470472002002
-73.98515991,40.62947025,13582,2002,3,Brooklyn,047400,30474002002,2253.474381,223382.353569,360470474002002
-73.98114695,40.62977705,13583,2002,3,Brooklyn,047600,30476002002,1941.093599,185166.801211,360470476002002
-73.94232639,40.71727052,13584,2002,3,Brooklyn,047700,30477002002,1454.920542,113534.450721,360470477002002
-73.97914154,40.63218228,13585,2002,3,Brooklyn,047800,30478002002,1645.884457,131287.756145,360470478002002
-73.97576111,40.62920498,13586,2002,3,Brooklyn,048000,30480002002,1843.695415,165056.263488,360470480002002
-73.93974703,40.71258240,13587,2002,3,Brooklyn,048100,30481002002,1843.952633,175119.754217,360470481002002
-73.96756880,40.63243173,13588,2002,3,Brooklyn,048200,30482002002,1479.161144,129855.435156,360470482002002
-73.97398174,40.63291014,13589,2002,3,Brooklyn,048400,30484002002,1524.443261,127346.348563,360470484002002
-73.93704081,40.70535393,13590,2002,3,Brooklyn,048500,30485002002,1574.172225,137086.774491,360470485002002
-73.94152198,40.70243541,13591,2002,3,Brooklyn,049100,30491002002,2003.618862,250519.899320,360470491002002
-73.97050482,40.64004699,13592,2002,3,Brooklyn,049200,30492002002,2277.099789,228187.258307,360470492002002
-73.94242175,40.70779029,13593,2002,3,Brooklyn,049300,30493002002,1481.509366,127161.509577,360470493002002
-73.94313167,40.71209770,13594,2002,3,Brooklyn,049500,30495002002,1481.212997,127178.298098,360470495002002
-73.98202168,40.64338534,13595,2002,3,Brooklyn,049600,30496002002,2174.831059,212868.066315,360470496002002
-73.94371849,40.71567043,13596,2002,3,Brooklyn,049700,30497002002,1460.602611,122433.442975,360470497002002
-73.98258535,40.64476598,13597,2002,3,Brooklyn,049800,30498002002,2534.336612,261562.128011,360470498002002
-73.94628771,40.72128138,13598,2002,3,Brooklyn,049900,30499002002,1058.254852,61871.738168,360470499002002
-73.97810219,40.64956135,13599,2002,3,Brooklyn,050000,30500002002,1892.331451,174581.960186,360470500002002
-73.94871900,40.71519552,13600,2002,3,Brooklyn,050100,30501002002,1438.068585,119160.290157,360470501002002
-73.97548014,40.65227293,13601,2002,3,Brooklyn,050202,30502022002,1547.321618,133626.477063,360470502022002
-73.94787996,40.71016720,13602,2002,3,Brooklyn,050300,30503002002,1450.901770,120491.629339,360470503002002
-73.97393443,40.64876210,13603,2002,3,Brooklyn,050400,30504002002,1697.514398,164427.738729,360470504002002
-73.94577436,40.70747037,13604,2002,3,Brooklyn,050500,30505002002,1458.474040,124393.577096,360470505002002
-73.96640702,40.64917112,13605,2002,3,Brooklyn,050600,30506002002,1964.989802,183970.479196,360470506002002
-73.95130881,40.70238759,13606,2002,3,Brooklyn,050900,30509002002,1874.833419,182982.321579,360470509002002
-73.95958047,40.64544801,13607,2002,3,Brooklyn,051001,30510012002,1365.917482,112341.409166,360470510012002
-73.94935914,40.70713208,13608,2002,3,Brooklyn,051100,30511002002,1782.980391,168500.369378,360470511002002
-73.95628765,40.72017819,13609,2002,3,Brooklyn,051700,30517002002,1440.453835,119846.222086,360470517002002
-73.96128058,40.63737225,13610,2002,3,Brooklyn,051800,30518002002,1738.149571,154944.018985,360470518002002
-73.95729948,40.71527324,13611,2002,3,Brooklyn,051900,30519002002,1399.751613,116232.099583,360470519002002
-73.96428649,40.63798343,13612,2002,3,Brooklyn,052000,30520002002,2161.005508,207111.079552,360470520002002
-73.95957114,40.71033429,13613,2002,3,Brooklyn,052300,30523002002,1332.833294,76729.504038,360470523002002
-73.96640541,40.63329420,13614,2002,3,Brooklyn,052600,30526002002,1815.586962,186752.395198,360470526002002
-73.96584618,40.63082236,13615,2002,3,Brooklyn,052800,30528002002,2356.935050,262721.521783,360470528002002
-73.95506606,40.70578243,13616,2002,3,Brooklyn,052900,30529002002,1929.168350,187435.062046,360470529002002
-73.96301158,40.62623052,13617,2002,3,Brooklyn,053000,30530002002,2279.711636,228853.846193,360470530002002
-73.95472234,40.70028039,13618,2002,3,Brooklyn,053100,30531002002,1381.386276,83265.422789,360470531002002
-73.95975776,40.62414985,13619,2002,3,Brooklyn,053200,30532002002,2299.105128,237568.709849,360470532002002
-73.96031641,40.70369771,13620,2002,3,Brooklyn,053500,30535002002,519.815716,10450.072052,360470535002002
-73.95739676,40.69978121,13621,2002,3,Brooklyn,053700,30537002002,496.169907,9500.952833,360470537002002
-73.95649338,40.61711895,13622,2002,3,Brooklyn,053800,30538002002,2191.734550,218293.027126,360470538002002
-73.96115032,40.61143799,13623,2002,3,Brooklyn,054200,30542002002,2404.672283,246145.871042,360470542002002
-73.96517172,40.69684981,13624,2002,3,Brooklyn,054300,30543002002,1731.779312,155852.010162,360470543002002
-73.95809697,40.61176396,13625,2002,3,Brooklyn,054400,30544002002,2090.332047,98909.572912,360470544002002
-73.96697174,40.70490019,13626,2002,3,Brooklyn,054500,30545002002,1199.578593,85836.337249,360470545002002
-73.94770157,40.60816382,13627,2002,3,Brooklyn,054800,30548002002,2348.460378,243913.440943,360470548002002
-73.96533186,40.71227816,13628,2002,3,Brooklyn,054900,30549002002,1375.692572,117095.521923,360470549002002
-73.95244248,40.60764366,13629,2002,3,Brooklyn,055000,30550002002,2390.321491,262508.255789,360470550002002
-73.96155703,40.71262775,13630,2002,3,Brooklyn,055100,30551002002,1536.608050,140575.737323,360470551002002
-73.95591536,40.60914339,13631,2002,3,Brooklyn,055200,30552002002,1460.423583,121414.821437,360470552002002
-73.96103497,40.71583771,13632,2002,3,Brooklyn,055300,30553002002,1272.297434,79258.263698,360470553002002
-73.95780964,40.72297059,13633,2002,3,Brooklyn,055700,30557002002,1442.937829,120112.027529,360470557002002
-73.95632140,40.60448361,13634,2002,3,Brooklyn,055800,30558002002,2459.471759,226334.599443,360470558002002
-73.95619861,40.72754887,13635,2002,3,Brooklyn,056100,30561002002,1597.240980,132857.073921,360470561002002
-73.94871216,40.60320794,13636,2002,3,Brooklyn,056200,30562002002,2278.609751,228576.407071,360470562002002
-73.95691716,40.73607363,13637,2002,3,Brooklyn,056300,30563002002,2370.686931,242954.259794,360470563002002
-73.94537746,40.60597963,13638,2002,3,Brooklyn,056400,30564002002,2229.793412,222259.860220,360470564002002
-73.94160637,40.60161913,13639,2002,3,Brooklyn,056600,30566002002,2221.100421,232654.056362,360470566002002
-73.93737432,40.60356707,13640,2002,3,Brooklyn,056800,30568002002,958.322874,38855.556752,360470568002002
-73.95338365,40.72391358,13641,2002,3,Brooklyn,056900,30569002002,1820.834564,165302.389489,360470569002002
-73.95005033,40.72698966,13642,2002,3,Brooklyn,057300,30573002002,1871.524307,181638.262966,360470573002002
-73.94421605,40.59972342,13643,2002,3,Brooklyn,057400,30574002002,1188.125233,84963.870284,360470574002002
-73.94878437,40.59859626,13644,2002,3,Brooklyn,057600,30576002002,2079.381166,203121.484366,360470576002002
-73.95287935,40.59814696,13645,2002,3,Brooklyn,057800,30578002002,2090.812951,206906.531105,360470578002002
-73.95708184,40.59991697,13646,2002,3,Brooklyn,058000,30580002002,2180.991543,216275.988329,360470580002002
-73.96014319,40.59415271,13647,2002,3,Brooklyn,058400,30584002002,1275.642794,94042.406664,360470584002002
-73.95467139,40.59363446,13648,2002,3,Brooklyn,058600,30586002002,2219.390596,109161.331626,360470586002002
-73.94512847,40.72651925,13649,2002,3,Brooklyn,058900,30589002002,1934.165379,181319.030388,360470589002002
-73.94182267,40.72187159,13650,2002,3,Brooklyn,059100,30591002002,423.459204,7534.129812,360470591002002
-73.95162466,40.59151852,13651,2002,3,Brooklyn,059200,30592002002,2091.444378,207477.615336,360470592002002
-73.93988371,40.72329445,13652,2002,3,Brooklyn,059300,30593002002,842.706493,37706.344279,360470593002002
-73.94792848,40.59408742,13653,2002,3,Brooklyn,059401,30594012002,2079.243900,202675.895042,360470594012002
-73.94374848,40.59238413,13654,2002,3,Brooklyn,059402,30594022002,2079.963670,202676.501685,360470594022002
-73.93405372,40.58724527,13655,2002,3,Brooklyn,059800,30598002002,1497.490956,127687.870145,360470598002002
-73.94387927,40.58797381,13656,2002,3,Brooklyn,060000,30600002002,2199.476660,223751.199552,360470600002002
-73.95978999,40.58621195,13657,2002,3,Brooklyn,060600,30606002002,2247.787324,245420.188881,360470606002002
-73.95835316,40.58456245,13658,2002,3,Brooklyn,060800,30608002002,1084.893590,50771.299226,360470608002002
-73.95787904,40.57666065,13659,2002,3,Brooklyn,061002,30610022002,3465.929737,572440.005963,360470610022002
-73.95824358,40.58278060,13660,2002,3,Brooklyn,061003,30610032002,1167.767401,49873.569338,360470610032002
-73.95507413,40.57988010,13661,2002,3,Brooklyn,061004,30610042002,1422.947219,113454.274199,360470610042002
-73.94051839,40.57954823,13662,2002,3,Brooklyn,062000,30620002002,2407.614258,248532.022490,360470620002002
-73.93733293,40.58549551,13663,2002,3,Brooklyn,062200,30622002002,583.748506,20953.357352,360470622002002
-73.93522072,40.59332543,13664,2002,3,Brooklyn,062600,30626002002,2100.111541,209961.805166,360470626002002
-73.93185940,40.59630904,13665,2002,3,Brooklyn,062800,30628002002,1432.259185,115831.035208,360470628002002
-73.93009942,40.59790430,13666,2002,3,Brooklyn,063200,30632002002,2142.787896,222866.543356,360470632002002
-73.93737927,40.60443565,13667,2002,3,Brooklyn,063800,30638002002,2128.910182,219018.019964,360470638002002
-73.94209887,40.60982026,13668,2002,3,Brooklyn,064000,30640002002,2079.128711,202736.779486,360470640002002
-73.94801731,40.61399748,13669,2002,3,Brooklyn,064200,30642002002,755.879080,22514.382585,360470642002002
-73.94168931,40.61289061,13670,2002,3,Brooklyn,064400,30644002002,2116.495709,217352.505807,360470644002002
-73.93952305,40.61429594,13671,2002,3,Brooklyn,064600,30646002002,2081.848273,203373.593742,360470646002002
-73.93590001,40.61664024,13672,2002,3,Brooklyn,064800,30648002002,2079.965059,202914.507138,360470648002002
-73.93417000,40.62148320,13673,2002,3,Brooklyn,065000,30650002002,1048.146611,50648.029389,360470650002002
-73.93115682,40.61128216,13674,2002,3,Brooklyn,065400,30654002002,2081.282058,202857.719601,360470654002002
-73.93444313,40.61196422,13675,2002,3,Brooklyn,065600,30656002002,2101.806398,211149.647861,360470656002002
-73.93042830,40.60613148,13676,2002,3,Brooklyn,065800,30658002002,2087.593680,203540.054897,360470658002002
-73.92751762,40.60801589,13677,2002,3,Brooklyn,066000,30660002002,2081.015360,202242.950047,360470660002002
-73.92293764,40.61398583,13678,2002,3,Brooklyn,067000,30670002002,1579.677540,140427.274797,360470670002002
-73.93135601,40.61989303,13679,2002,3,Brooklyn,067400,30674002002,2279.837473,228948.040915,360470674002002
-73.92799178,40.62465862,13680,2002,3,Brooklyn,067600,30676002002,2176.614371,229738.208194,360470676002002
-73.92315309,40.62497404,13681,2002,3,Brooklyn,067800,30678002002,2180.877052,215947.121896,360470678002002
-73.92553752,40.62025645,13682,2002,3,Brooklyn,068000,30680002002,2282.180624,229312.797781,360470680002002
-73.92312813,40.61576433,13683,2002,3,Brooklyn,068200,30682002002,2100.364917,210585.346549,360470682002002
-73.91883465,40.61364328,13684,2002,3,Brooklyn,068600,30686002002,2094.166912,208402.933168,360470686002002
-73.91930576,40.61601206,13685,2002,3,Brooklyn,068800,30688002002,2073.388473,201012.173231,360470688002002
-73.92241640,40.61806061,13686,2002,3,Brooklyn,069000,30690002002,2229.606199,222141.503132,360470690002002
-73.92291431,40.62273829,13687,2002,3,Brooklyn,069200,30692002002,2128.231224,208934.628456,360470692002002
-73.91733732,40.62807536,13688,2002,3,Brooklyn,069601,30696012002,1634.260507,141405.654958,360470696012002
-73.91258385,40.61486318,13689,2002,3,Brooklyn,069800,30698002002,2179.355684,219966.302820,360470698002002
-73.90980979,40.62034812,13690,2002,3,Brooklyn,070000,30700002002,1177.487251,78098.412220,360470700002002
-73.90520136,40.61181017,13691,2002,3,Brooklyn,070201,30702012002,2305.326404,233471.437999,360470702012002
-73.89964100,40.61789049,13692,2002,3,Brooklyn,070600,30706002002,2135.613360,222936.737446,360470706002002
-73.92773684,40.63171660,13693,2002,3,Brooklyn,072200,30722002002,2270.930544,239731.314417,360470722002002
-73.92818305,40.63486595,13694,2002,3,Brooklyn,072400,30724002002,1215.014150,63830.169046,360470724002002
-73.93041538,40.62919747,13695,2002,3,Brooklyn,072800,30728002002,2250.977559,231021.208728,360470728002002
-73.93003278,40.62520228,13696,2002,3,Brooklyn,073000,30730002002,1293.135171,93209.580905,360470730002002
-73.93329696,40.62902023,13697,2002,3,Brooklyn,073200,30732002002,2238.148016,226111.654687,360470732002002
-73.93785590,40.62662329,13698,2002,3,Brooklyn,073400,30734002002,1878.410173,176527.209530,360470734002002
-73.93439478,40.62238281,13699,2002,3,Brooklyn,073600,30736002002,1120.061213,68673.760861,360470736002002
-73.93969615,40.62202330,13700,2002,3,Brooklyn,073800,30738002002,1508.463621,125722.345109,360470738002002
-73.94142535,40.62713133,13701,2002,3,Brooklyn,074000,30740002002,659.482865,17611.008614,360470740002002
-73.94518820,40.62574957,13702,2002,3,Brooklyn,074200,30742002002,2279.532126,228756.800015,360470742002002
-73.94242558,40.62117129,13703,2002,3,Brooklyn,074400,30744002002,2283.148156,230316.400028,360470744002002
-73.94216931,40.61947500,13704,2002,3,Brooklyn,074600,30746002002,1341.287139,90680.815183,360470746002002
-73.94813341,40.62054539,13705,2002,3,Brooklyn,074800,30748002002,2278.558409,228265.986360,360470748002002
-73.94903758,40.62532624,13706,2002,3,Brooklyn,075000,30750002002,2279.142752,228573.029255,360470750002002
-73.95096557,40.62023338,13707,2002,3,Brooklyn,075400,30754002002,2300.528811,237676.935814,360470754002002
-73.94907876,40.61542418,13708,2002,3,Brooklyn,075600,30756002002,2500.045876,264633.921316,360470756002002
-73.95292483,40.61588470,13709,2002,3,Brooklyn,075800,30758002002,1307.431018,81238.038822,360470758002002
-73.95474850,40.61981865,13710,2002,3,Brooklyn,076000,30760002002,2339.987832,255149.963594,360470760002002
-73.95676939,40.62447715,13711,2002,3,Brooklyn,076200,30762002002,2433.514761,296537.192486,360470762002002
-73.96332442,40.61790997,13712,2002,3,Brooklyn,076800,30768002002,962.228638,54829.788438,360470768002002
-73.95504810,40.63675747,13713,2002,3,Brooklyn,077000,30770002002,2143.152416,207569.862604,360470770002002
-73.95029463,40.63127440,13714,2002,3,Brooklyn,077200,30772002002,4074.481172,940665.008185,360470772002002
-73.94692245,40.62992525,13715,2002,3,Brooklyn,077400,30774002002,1579.873175,136718.759532,360470774002002
-73.94424283,40.63037681,13716,2002,3,Brooklyn,077600,30776002002,1890.915679,212602.130806,360470776002002
-73.93951633,40.63334312,13717,2002,3,Brooklyn,078000,30780002002,2229.807882,222101.213749,360470780002002
-73.94332156,40.63310616,13718,2002,3,Brooklyn,078400,30784002002,2228.638539,222007.485378,360470784002002
-73.94808399,40.63361356,13719,2002,3,Brooklyn,078600,30786002002,1170.005405,56637.292504,360470786002002
-73.95474691,40.64015818,13720,2002,3,Brooklyn,079000,30790002002,1293.123862,92809.980895,360470790002002
-73.95411274,40.64357455,13721,2002,3,Brooklyn,079200,30792002002,1486.977381,128123.554088,360470792002002
